"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"8498","Book Club","Paramount Pictures",3771813,5,2810,1342,32279691,10,2018-05-27
"8499","Show Dogs","Global Road",1300225,5,3212,405,10861890,10,2018-05-27
"8500","Pope Francis—A Man of His…","Focus Features",132140,29,385,343,1115425,10,2018-05-27
"8501","First Reformed","A24",108985,7,29,3758,434822,10,2018-05-27
"8502","On Chesil Beach","Bleecker Street",35304,1,25,1412,149489,10,2018-05-27
"8503","Mary Shelley","IFC Films",4910,3,2,2455,12570,3,2018-05-27
"8505","Solo: A Star Wars Story","Walt Disney",18596323,-24,4381,4245,103016812,4,2018-05-28
"8506","Mary Shelley","IFC Films",4127,-16,2,2064,16697,4,2018-05-28
"8507","Solo: A Star Wars Story","Walt Disney",7295767,-61,4381,1665,110312579,5,2018-05-29
"8508","Mary Shelley","IFC Films",1973,-52,2,987,18670,5,2018-05-29
"8509","Solo: A Star Wars Story","Walt Disney",4855886,-33,4381,1108,115168465,6,2018-05-30
"8510","Mary Shelley","IFC Films",1589,-19,2,795,20259,6,2018-05-30
"8511","Solo: A Star Wars Story","Walt Disney",4424227,-9,4381,1010,119592692,7,2018-05-31
"8512","Mary Shelley","IFC Films",1787,12,2,894,22046,7,2018-05-31
"8513","Solo: A Star Wars Story","Walt Disney",8121086,84,4381,1854,127713778,8,2018-06-01
"8514","Adrift","STX Entertainment",4268993,NA,3015,1416,4268993,1,2018-06-01
"8515","Upgrade","BH Tilt",1674340,NA,1457,1149,1674340,1,2018-06-01
"8516","Action Point","Paramount Pictures",797422,NA,2032,392,797422,1,2018-06-01
"8517","American Animals","The Orchard",49792,NA,4,12448,49792,1,2018-06-01
"8518","Mary Shelley","IFC Films",3782,112,9,420,25828,8,2018-06-01
"8519","A Kid Like Jake","IFC Films",2294,NA,1,2294,2294,1,2018-06-01
"8520","Solo: A Star Wars Story","Walt Disney",12318620,52,4381,2812,140032398,9,2018-06-02
"8521","Adrift","STX Entertainment",4306477,1,3015,1428,8575470,2,2018-06-02
"8522","Upgrade","BH Tilt",1688745,1,1457,1159,3363085,2,2018-06-02
"8523","Action Point","Paramount Pictures",897213,13,2032,442,1694635,2,2018-06-02
"8524","American Animals","The Orchard",49101,-1,4,12275,98893,2,2018-06-02
"8525","Mary Shelley","IFC Films",6044,60,9,672,31872,9,2018-06-02
"8526","A Kid Like Jake","IFC Films",2957,29,1,2957,5251,2,2018-06-02
"8527","Solo: A Star Wars Story","Walt Disney",8957176,-27,4381,2045,148989574,10,2018-06-03
"8528","Adrift","STX Entertainment",3027569,-30,3015,1004,11603039,3,2018-06-03
"8529","Upgrade","BH Tilt",1307820,-23,1457,898,4670905,3,2018-06-03
"8530","Action Point","Paramount Pictures",695529,-22,2032,342,2390164,3,2018-06-03
"8531","American Animals","The Orchard",35900,-27,4,8975,134793,3,2018-06-03
"8532","Mary Shelley","IFC Films",3836,-37,9,426,35708,10,2018-06-03
"8533","A Kid Like Jake","IFC Films",3685,25,1,3685,8936,3,2018-06-03
"8534","Adrift","STX Entertainment",1229555,-59,3015,408,12832594,4,2018-06-04
"8535","Upgrade","BH Tilt",602325,-54,1457,413,5273230,4,2018-06-04
"8536","Action Point","Paramount Pictures",296842,-57,2032,146,2687006,4,2018-06-04
"8537","American Animals","The Orchard",14462,-60,4,3616,149255,4,2018-06-04
"8538","A Kid Like Jake","IFC Films",896,-76,1,896,9832,4,2018-06-04
"8539","Adrift","STX Entertainment",1796493,46,3015,596,14629087,5,2018-06-05
"8540","Upgrade","BH Tilt",726610,21,1457,499,5999840,5,2018-06-05
"8541","Action Point","Paramount Pictures",403551,36,2032,199,3090557,5,2018-06-05
"8542","American Animals","The Orchard",15405,7,4,3851,164660,5,2018-06-05
"8543","A Kid Like Jake","IFC Films",1079,20,1,1079,10911,5,2018-06-05
"8544","Adrift","STX Entertainment",1123733,-37,3015,373,15752820,6,2018-06-06
"8545","Upgrade","BH Tilt",525775,-28,1457,361,6525615,6,2018-06-06
"8546","Action Point","Paramount Pictures",274532,-32,2032,135,3365089,6,2018-06-06
"8547","American Animals","The Orchard",12979,-16,4,3245,177639,6,2018-06-06
"8548","A Kid Like Jake","IFC Films",1001,-7,1,1001,11912,6,2018-06-06
"8549","Adrift","STX Entertainment",937205,-17,3015,311,16690025,7,2018-06-07
"8550","Upgrade","BH Tilt",435990,-17,1457,299,6961605,7,2018-06-07
"8551","Action Point","Paramount Pictures",202944,-26,2032,100,3568033,7,2018-06-07
"8552","American Animals","The Orchard",9959,-23,4,2490,187598,7,2018-06-07
"8553","A Kid Like Jake","IFC Films",1019,2,1,1019,12931,7,2018-06-07
"8554","Ocean’s 8","Warner Bros.",15523247,NA,4145,3745,15523247,1,2018-06-08
"8555","Hereditary","A24",5146504,NA,2964,1736,5146504,1,2018-06-08
"8556","Adrift","STX Entertainment",1533380,64,3015,509,18223405,8,2018-06-08
"8557","Hotel Artemis","Global Road",1109293,NA,2407,461,1109293,1,2018-06-08
"8558","Upgrade","BH Tilt",607430,39,1458,417,7569035,8,2018-06-08
"8559","Action Point","Paramount Pictures",266361,31,2032,131,3834394,8,2018-06-08
"8560","Won’t You Be My Neighbor?","Focus Features",145539,NA,29,5019,145539,1,2018-06-08
"8561","American Animals","The Orchard",66942,572,42,1594,254540,8,2018-06-08
"8562","A Kid Like Jake","IFC Films",1473,45,4,368,14404,8,2018-06-08
"8563","Ocean’s 8","Warner Bros.",14888802,-4,4145,3592,30412049,2,2018-06-09
"8564","Hereditary","A24",4658468,-9,2964,1572,9804972,2,2018-06-09
"8565","Adrift","STX Entertainment",2116451,38,3015,702,20339856,9,2018-06-09
"8566","Hotel Artemis","Global Road",1166757,5,2407,485,2276050,2,2018-06-09
"8567","Upgrade","BH Tilt",953390,57,1458,654,8522425,9,2018-06-09
"8568","Action Point","Paramount Pictures",380891,43,2032,187,4215285,9,2018-06-09
"8569","Won’t You Be My Neighbor?","Focus Features",179629,23,29,6194,325168,2,2018-06-09
"8570","American Animals","The Orchard",87736,31,42,2089,342276,9,2018-06-09
"8571","A Kid Like Jake","IFC Films",1633,11,4,408,16037,9,2018-06-09
"8572","Ocean’s 8","Warner Bros.",11195329,-25,4145,2701,41607378,3,2018-06-10
"8573","Hereditary","A24",3770201,-19,2964,1272,13575173,3,2018-06-10
"8574","Adrift","STX Entertainment",1622209,-23,3015,538,21962065,10,2018-06-10
"8575","Hotel Artemis","Global Road",956740,-18,2407,397,3232790,3,2018-06-10
"8576","Upgrade","BH Tilt",823595,-14,1458,565,9346020,10,2018-06-10
"8577","Action Point","Paramount Pictures",304746,-20,2032,150,4520031,10,2018-06-10
"8578","Won’t You Be My Neighbor?","Focus Features",150251,-16,29,5181,475419,3,2018-06-10
"8579","American Animals","The Orchard",75035,-14,42,1787,417311,10,2018-06-10
"8580","A Kid Like Jake","IFC Films",1688,3,4,422,17725,10,2018-06-10
"8581","Ocean’s 8","Warner Bros.",4377160,-61,4145,1056,45984538,4,2018-06-11
"8582","Hereditary","A24",1698658,-55,2964,573,15273831,4,2018-06-11
"8583","Hotel Artemis","Global Road",414350,-57,2407,172,3647140,4,2018-06-11
"8584","Won’t You Be My Neighbor?","Focus Features",60140,-60,29,2074,535559,4,2018-06-11
"8585","Ocean’s 8","Warner Bros.",6157129,41,4145,1485,52141667,5,2018-06-12
"8586","Hereditary","A24",1956981,15,2964,660,17230812,5,2018-06-12
"8587","Hotel Artemis","Global Road",548942,32,2407,228,4196082,5,2018-06-12
"8588","Won’t You Be My Neighbor?","Focus Features",56558,-6,29,1950,592117,5,2018-06-12
"8589","Ocean’s 8","Warner Bros.",4196035,-32,4145,1012,56337702,6,2018-06-13
"8590","Hereditary","A24",1565781,-20,2964,528,18796593,6,2018-06-13
"8591","Superfly","Sony Pictures",1202734,NA,2220,542,1202734,1,2018-06-13
"8592","Hotel Artemis","Global Road",373280,-32,2407,155,4569362,6,2018-06-13
"8593","Won’t You Be My Neighbor?","Focus Features",65156,15,29,2247,657273,6,2018-06-13
"8594","Ocean’s 8","Warner Bros.",3282468,-22,4145,792,59620170,7,2018-06-14
"8595","Hereditary","A24",1364527,-13,2964,460,20161120,7,2018-06-14
"8596","Superfly","Sony Pictures",938583,-22,2220,423,2141317,2,2018-06-14
"8597","Hotel Artemis","Global Road",244157,-35,2407,101,4813519,7,2018-06-14
"8598","Won’t You Be My Neighbor?","Focus Features",50431,-23,29,1739,707704,7,2018-06-14
"8599","Incredibles 2","Walt Disney",71260321,NA,4410,16159,71260321,1,2018-06-15
"8600","Ocean’s 8","Warner Bros.",5932830,81,4145,1431,65553000,8,2018-06-15
"8601","Tag","Warner Bros.",5428514,NA,3382,1605,5428514,1,2018-06-15
"8602","Hereditary","A24",2224110,63,2998,742,22385230,8,2018-06-15
"8603","Superfly","Sony Pictures",1882219,101,2220,848,4023536,3,2018-06-15
"8605","Gotti","Vertical Entertainment",586212,NA,503,1165,586212,1,2018-06-15
"8606","Won’t You Be My Neighbor?","Focus Features",312652,520,96,3257,1020356,8,2018-06-15
"8607","Hotel Artemis","Global Road",281177,15,2299,122,5094696,8,2018-06-15
"8608","Eating Animals","Sundance Selects",12233,NA,2,6117,12233,1,2018-06-15
"8609","Incredibles 2","Walt Disney",58894582,-17,4410,13355,130154903,2,2018-06-16
"8610","Ocean’s 8","Warner Bros.",7340940,24,4145,1771,72893940,9,2018-06-16
"8611","Tag","Warner Bros.",4950235,-9,3382,1464,10378749,2,2018-06-16
"8612","Hereditary","A24",2665677,20,2998,889,25050907,9,2018-06-16
"8613","Superfly","Sony Pictures",2423948,29,2220,1092,6447484,4,2018-06-16
"8615","Gotti","Vertical Entertainment",587983,NA,503,1169,1174195,2,2018-06-16
"8616","Hotel Artemis","Global Road",376777,34,2299,164,5471473,9,2018-06-16
"8617","Won’t You Be My Neighbor?","Focus Features",363917,16,96,3791,1384273,9,2018-06-16
"8618","Eating Animals","Sundance Selects",12818,5,2,6409,25051,2,2018-06-16
"8619","Incredibles 2","Walt Disney",52533002,-11,4410,11912,182687905,3,2018-06-17
"8620","Ocean’s 8","Warner Bros.",5694414,-22,4145,1374,78588354,10,2018-06-17
"8621","Tag","Warner Bros.",4568647,-8,3382,1351,14947396,3,2018-06-17
"8622","Superfly","Sony Pictures",2564573,6,2220,1155,9012057,5,2018-06-17
"8623","Hereditary","A24",1965276,-26,2998,656,27016183,10,2018-06-17
"8624","Gotti","Vertical Entertainment",545707,-7,503,1085,1719902,3,2018-06-17
"8626","Hotel Artemis","Global Road",350155,-7,2299,152,5821628,10,2018-06-17
"8627","Won’t You Be My Neighbor?","Focus Features",326140,-10,96,3397,1710413,10,2018-06-17
"8628","Eating Animals","Sundance Selects",9473,-26,2,4737,34524,3,2018-06-17
"8629","Incredibles 2","Walt Disney",23627708,-55,4410,5358,206315613,4,2018-06-18
"8630","Tag","Warner Bros.",1819816,-60,3382,538,16767212,4,2018-06-18
"8631","Superfly","Sony Pictures",818853,-68,2220,369,9830910,6,2018-06-18
"8632","Gotti","Vertical Entertainment",194089,-64,503,386,1913991,4,2018-06-18
"8633","Eating Animals","Sundance Selects",1227,-87,2,614,35751,4,2018-06-18
"8634","Incredibles 2","Walt Disney",27059923,15,4410,6136,233375536,5,2018-06-19
"8635","Tag","Warner Bros.",2303071,27,3382,681,19070283,5,2018-06-19
"8636","Superfly","Sony Pictures",933254,14,2220,420,10764164,7,2018-06-19
"8637","Gotti","Vertical Entertainment",217296,12,503,432,2131287,5,2018-06-19
"8638","Eating Animals","Sundance Selects",1057,-14,2,529,36808,5,2018-06-19
"8639","Incredibles 2","Walt Disney",19737194,-27,4410,4476,253112730,6,2018-06-20
"8640","Tag","Warner Bros.",1674212,-27,3382,495,20744495,6,2018-06-20
"8641","Superfly","Sony Pictures",624364,-33,2220,281,11388528,8,2018-06-20
"8642","Gotti","Vertical Entertainment",177180,-18,503,352,2308467,6,2018-06-20
"8643","Eating Animals","Sundance Selects",1241,17,2,621,38049,6,2018-06-20
"8644","Incredibles 2","Walt Disney",16333960,-17,4410,3704,269446690,7,2018-06-21
"8645","Tag","Warner Bros.",1423050,-15,3382,421,22167545,7,2018-06-21
"8646","Superfly","Sony Pictures",527867,-15,2220,238,11916395,9,2018-06-21
"8647","Gotti","Vertical Entertainment",133224,-25,503,265,2441691,7,2018-06-21
"8648","Eating Animals","Sundance Selects",1285,4,2,643,39334,7,2018-06-21
"8649","Jurassic World: Fallen Kingdom","Universal",58566870,NA,4475,13088,58566870,1,2018-06-22
"8650","Incredibles 2","Walt Disney",24139486,48,4410,5474,293586176,8,2018-06-22
"8651","Tag","Warner Bros.",2444485,72,3382,723,24612030,8,2018-06-22
"8652","Superfly","Sony Pictures",969384,84,2220,437,12885779,10,2018-06-22
"8653","Gotti","Vertical Entertainment",219985,65,466,472,2661676,8,2018-06-22
"8654","The Catcher Was A Spy","IFC Films",26632,NA,46,579,26632,1,2018-06-22
"8655","Eating Animals","Sundance Selects",8704,577,6,1451,48038,8,2018-06-22
"8656","Jurassic World: Fallen Kingdom","Universal",49701695,-15,4475,11107,108268565,2,2018-06-23
"8657","Incredibles 2","Walt Disney",31420979,30,4410,7125,325007155,9,2018-06-23
"8658","Tag","Warner Bros.",3322073,36,3382,982,27934103,9,2018-06-23
"8659","Gotti","Vertical Entertainment",341487,55,466,733,3003163,9,2018-06-23
"8660","The Catcher Was A Spy","IFC Films",50101,88,46,1089,76733,2,2018-06-23
"8661","Eating Animals","Sundance Selects",8199,-6,6,1367,56237,9,2018-06-23
"8662","Jurassic World: Fallen Kingdom","Universal",39756045,-20,4475,8884,148024610,3,2018-06-24
"8663","Incredibles 2","Walt Disney",24787186,-21,4410,5621,349794341,10,2018-06-24
"8664","Tag","Warner Bros.",2484672,-25,3382,735,30418775,10,2018-06-24
"8665","Gotti","Vertical Entertainment",242596,-29,466,521,3245759,10,2018-06-24
"8666","The Catcher Was A Spy","IFC Films",38038,-24,46,827,114771,3,2018-06-24
"8667","Eating Animals","Sundance Selects",5297,-35,6,883,61534,10,2018-06-24
"8668","Jurassic World: Fallen Kingdom","Universal",14725880,-63,4475,3291,162750490,4,2018-06-25
"8669","The Catcher Was A Spy","IFC Films",15721,-59,46,342,130492,4,2018-06-25
"8670","Jurassic World: Fallen Kingdom","Universal",18390180,25,4475,4110,181140670,5,2018-06-26
"8671","The Catcher Was A Spy","IFC Films",13870,-12,46,302,144362,5,2018-06-26
"8672","Jurassic World: Fallen Kingdom","Universal",12271855,-33,4475,2742,193412525,6,2018-06-27
"8673","The Catcher Was A Spy","IFC Films",19865,43,46,432,164227,6,2018-06-27
"8674","Jurassic World: Fallen Kingdom","Universal",11374810,-7,4475,2542,204787335,7,2018-06-28
"8675","The Catcher Was A Spy","IFC Films",13726,-31,46,298,177953,7,2018-06-28
"8676","Jurassic World: Fallen Kingdom","Universal",17374160,53,4485,3874,222161495,8,2018-06-29
"8677","Sicario: Day of the Soldado","Sony Pictures",7483029,NA,3055,2449,7483029,1,2018-06-29
"8678","Uncle Drew","Lionsgate",6127065,NA,2742,2235,6127065,1,2018-06-29
"8679","Sanju","20th Century Fox",790238,NA,356,2220,790238,1,2018-06-29
"8680","Leave No Trace","Bleecker Street",65425,NA,9,7269,65425,1,2018-06-29
"8681","Three Identical Strangers","Neon",50933,NA,5,10187,50933,1,2018-06-29
"8682","The Catcher Was A Spy","IFC Films",25643,87,52,493,203596,8,2018-06-29
"8684","Summer of 67","Self Distributed",972,NA,1,972,972,1,2018-06-29
"8685","Jurassic World: Fallen Kingdom","Universal",23831155,37,4485,5314,245992650,9,2018-06-30
"8686","Sicario: Day of the Soldado","Sony Pictures",6182230,-17,3055,2024,13665259,2,2018-06-30
"8687","Uncle Drew","Lionsgate",5175622,-16,2742,1888,11302687,2,2018-06-30
"8688","Sanju","20th Century Fox",1015867,29,356,2854,1806105,2,2018-06-30
"8689","Leave No Trace","Bleecker Street",80527,23,9,8947,145952,2,2018-06-30
"8690","Three Identical Strangers","Neon",62090,22,5,12418,113023,2,2018-06-30
"8691","The Catcher Was A Spy","IFC Films",52432,104,52,1008,256028,9,2018-06-30
"8692","Summer of 67","Self Distributed",3694,280,1,3694,4666,2,2018-06-30
"8694","Jurassic World: Fallen Kingdom","Universal",19706880,-17,4485,4394,265699530,10,2018-07-01
"8695","Sicario: Day of the Soldado","Sony Pictures",5342307,-14,3055,1749,19007566,3,2018-07-01
"8696","Uncle Drew","Lionsgate",3940094,-24,2742,1437,15242781,3,2018-07-01
"8697","Sanju","20th Century Fox",917553,-10,356,2577,2723658,3,2018-07-01
"8698","Leave No Trace","Bleecker Street",73188,-9,9,8132,219140,3,2018-07-01
"8699","Three Identical Strangers","Neon",58480,-6,5,11696,171503,3,2018-07-01
"8700","The Catcher Was A Spy","IFC Films",40016,-24,52,770,296044,10,2018-07-01
"8702","Summer of 67","Self Distributed",734,-80,1,734,5400,3,2018-07-01
"8703","Sicario: Day of the Soldado","Sony Pictures",2151814,-60,3055,704,21159380,4,2018-07-02
"8704","Uncle Drew","Lionsgate",1815214,-54,2742,662,17057995,4,2018-07-02
"8705","Sanju","20th Century Fox",486905,-47,356,1368,3210563,4,2018-07-02
"8706","Leave No Trace","Bleecker Street",30659,-58,9,3407,249799,4,2018-07-02
"8707","Three Identical Strangers","Neon",30004,-49,5,6001,201507,4,2018-07-02
"8708","Summer of 67","Self Distributed",219,-70,1,219,5619,4,2018-07-02
"8709","Sicario: Day of the Soldado","Sony Pictures",2583670,20,3055,846,23743050,5,2018-07-03
"8710","Uncle Drew","Lionsgate",2493506,37,2742,909,19551501,5,2018-07-03
"8711","Sanju","20th Century Fox",602987,24,356,1694,3813550,5,2018-07-03
"8712","Fireworks","Fathom Events",194759,NA,500,390,194759,1,2018-07-03
"8713","Three Identical Strangers","Neon",40708,36,5,8142,242215,5,2018-07-03
"8714","Leave No Trace","Bleecker Street",36792,20,9,4088,286591,5,2018-07-03
"8715","Summer of 67","Self Distributed",127,-42,1,127,5746,5,2018-07-03
"8716","The First Purge","Universal",9305875,NA,3031,3070,9305875,1,2018-07-04
"8717","Sicario: Day of the Soldado","Sony Pictures",2577639,NA,3055,844,26320689,6,2018-07-04
"8718","Uncle Drew","Lionsgate",2177946,-13,2742,794,21729447,6,2018-07-04
"8719","Sanju","20th Century Fox",621784,3,357,1742,4435334,6,2018-07-04
"8720","Leave No Trace","Bleecker Street",63671,73,9,7075,350262,6,2018-07-04
"8721","Three Identical Strangers","Neon",53080,30,5,10616,295295,6,2018-07-04
"8722","Fireworks","Fathom Events",4238,-98,510,8,198997,2,2018-07-04
"8723","Summer of 67","Self Distributed",450,254,1,450,6196,6,2018-07-04
"8724","The First Purge","Universal",4600070,-51,3031,1518,13905945,2,2018-07-05
"8725","Sicario: Day of the Soldado","Sony Pictures",1681381,-35,3055,550,28002070,7,2018-07-05
"8726","Uncle Drew","Lionsgate",1594173,-27,2742,581,23323620,7,2018-07-05
"8727","Sanju","20th Century Fox",292245,-53,357,819,4727579,7,2018-07-05
"8728","Fireworks","Fathom Events",175533,4042,510,344,374530,3,2018-07-05
"8729","Three Identical Strangers","Neon",29652,-44,5,5930,324947,7,2018-07-05
"8730","Leave No Trace","Bleecker Street",28403,-55,9,3156,378665,7,2018-07-05
"8731","Summer of 67","Self Distributed",201,-55,1,201,6397,7,2018-07-05
"8732","Ant-Man and the Wasp","Walt Disney",33725082,NA,4206,8018,33725082,1,2018-07-06
"8733","The First Purge","Universal",6059220,32,3031,1999,19965165,3,2018-07-06
"8734","Sicario: Day of the Soldado","Sony Pictures",2283913,36,3055,748,30285983,8,2018-07-06
"8735","Uncle Drew","Lionsgate",2167555,36,2742,791,25491175,8,2018-07-06
"8736","Whitney","Roadside Attractions",479974,NA,451,1064,479974,1,2018-07-06
"8737","Sanju","20th Century Fox",372645,28,359,1038,5100224,8,2018-07-06
"8738","Sorry to Bother You","Annapurna Pictures",274827,NA,16,17177,274827,1,2018-07-06
"8739","Three Identical Strangers","Neon",232508,684,51,4559,557455,8,2018-07-06
"8740","Leave No Trace","Bleecker Street",135227,376,37,3655,513892,8,2018-07-06
"8741","Fireworks","Fathom Events",3745,-98,510,7,378275,4,2018-07-06
"8742","Summer of 67","Self Distributed",228,13,1,228,6625,8,2018-07-06
"8743","Ant-Man and the Wasp","Walt Disney",23555372,-30,4206,5600,57280454,2,2018-07-07
"8744","The First Purge","Universal",6322350,4,3031,2086,26287515,4,2018-07-07
"8745","Sicario: Day of the Soldado","Sony Pictures",2898544,27,3055,949,33184527,9,2018-07-07
"8746","Uncle Drew","Lionsgate",2562448,18,2742,935,28053623,9,2018-07-07
"8747","Sanju","20th Century Fox",493142,32,359,1374,5593366,9,2018-07-07
"8748","Whitney","Roadside Attractions",439581,-8,451,975,919555,2,2018-07-07
"8749","Three Identical Strangers","Neon",253875,9,51,4978,811330,9,2018-07-07
"8750","Sorry to Bother You","Annapurna Pictures",245820,-11,16,15364,520647,2,2018-07-07
"8751","Leave No Trace","Bleecker Street",158355,17,37,4280,672247,9,2018-07-07
"8752","Fireworks","Fathom Events",130182,3376,510,255,508457,5,2018-07-07
"8753","Summer of 67","Self Distributed",370,62,1,370,6995,9,2018-07-07
"8754","Ant-Man and the Wasp","Walt Disney",18531751,-21,4206,4406,75812205,3,2018-07-08
"8755","The First Purge","Universal",4992710,-21,3031,1647,31280225,5,2018-07-08
"8756","Sicario: Day of the Soldado","Sony Pictures",2442043,-16,3055,799,35626570,10,2018-07-08
"8757","Uncle Drew","Lionsgate",1876640,-27,2742,684,29930263,10,2018-07-08
"8758","Sanju","20th Century Fox",415679,-16,359,1158,6009045,10,2018-07-08
"8759","Whitney","Roadside Attractions",346017,-21,451,767,1265572,3,2018-07-08
"8760","Sorry to Bother You","Annapurna Pictures",206619,-16,16,12914,727266,3,2018-07-08
"8761","Three Identical Strangers","Neon",198390,-22,51,3890,1009720,10,2018-07-08
"8762","Leave No Trace","Bleecker Street",109428,-31,37,2958,781675,10,2018-07-08
"8763","Fireworks","Fathom Events",4087,-97,510,8,512544,6,2018-07-08
"8764","Summer of 67","Self Distributed",131,-65,1,131,7126,10,2018-07-08
"8765","Ant-Man and the Wasp","Walt Disney",6983824,-62,4206,1660,82796029,4,2018-07-09
"8766","The First Purge","Universal",2389785,-52,3031,788,33670010,6,2018-07-09
"8767","Whitney","Roadside Attractions",141796,-59,451,314,1407368,4,2018-07-09
"8768","Sorry to Bother You","Annapurna Pictures",88115,-57,16,5507,815381,4,2018-07-09
"8769","Fireworks","Fathom Events",2142,-48,510,4,514686,7,2018-07-09
"8770","Ant-Man and the Wasp","Walt Disney",10042976,44,4206,2388,92839005,5,2018-07-10
"8771","The First Purge","Universal",2941575,23,3031,970,36611585,7,2018-07-10
"8772","Whitney","Roadside Attractions",172568,22,451,383,1579936,5,2018-07-10
"8773","Sorry to Bother You","Annapurna Pictures",87519,-1,16,5470,902900,5,2018-07-10
"8774","Fireworks","Fathom Events",1380,-36,510,3,516066,8,2018-07-10
"8775","Ant-Man and the Wasp","Walt Disney",5852591,-42,4206,1391,98691596,6,2018-07-11
"8776","The First Purge","Universal",1962430,-33,3031,647,38574015,8,2018-07-11
"8777","Whitney","Roadside Attractions",132760,-23,451,294,1712696,6,2018-07-11
"8778","Sorry to Bother You","Annapurna Pictures",93848,7,16,5866,996748,6,2018-07-11
"8779","Fireworks","Fathom Events",1974,43,510,4,518040,9,2018-07-11
"8780","Ant-Man and the Wasp","Walt Disney",5293629,-10,4206,1259,103985225,7,2018-07-12
"8781","The First Purge","Universal",1803955,-8,3031,595,40377970,9,2018-07-12
"8782","Whitney","Roadside Attractions",109726,-17,451,243,1822422,7,2018-07-12
"8783","Sorry to Bother You","Annapurna Pictures",68204,-27,16,4263,1064952,7,2018-07-12
"8784","Fireworks","Fathom Events",1542,-22,510,3,519582,10,2018-07-12
"8785","Hotel Transylvania 3: Summe…","Sony Pictures",16930506,NA,4267,3968,16930506,1,2018-07-13
"8786","Skyscraper","Universal",9248305,NA,3782,2445,9248305,1,2018-07-13
"8787","Ant-Man and the Wasp","Walt Disney",8431124,59,4206,2005,112416349,8,2018-07-13
"8788","The First Purge","Universal",3021775,68,3038,995,43399745,10,2018-07-13
"8789","Sorry to Bother You","Annapurna Pictures",1489096,2083,805,1850,2554048,8,2018-07-13
"8790","Whitney","Roadside Attractions",149847,37,408,367,1972269,8,2018-07-13
"8791","Eighth Grade","A24",91903,NA,4,22976,91903,1,2018-07-13
"8792","Soorma","Sony Pictures",46695,NA,50,934,46695,1,2018-07-13
"8793","Don’t Worry, He Won’t G…","Amazon Studios",28120,NA,4,7030,28120,1,2018-07-13
"8794","Hotel Transylvania 3: Summe…","Sony Pictures",15217792,-10,4267,3566,32148298,2,2018-07-14
"8795","Ant-Man and the Wasp","Walt Disney",11756671,39,4206,2795,124173020,9,2018-07-14
"8796","Skyscraper","Universal",9020860,-2,3782,2385,18269165,2,2018-07-14
"8797","Sorry to Bother You","Annapurna Pictures",1505857,1,805,1871,4059905,9,2018-07-14
"8798","Whitney","Roadside Attractions",226686,51,408,556,2198955,9,2018-07-14
"8799","Eighth Grade","A24",91646,NA,4,22912,183549,2,2018-07-14
"8800","Soorma","Sony Pictures",65695,41,50,1314,112390,2,2018-07-14
"8801","Don’t Worry, He Won’t G…","Amazon Studios",30512,9,4,7628,58632,2,2018-07-14
"8802","Hotel Transylvania 3: Summe…","Sony Pictures",11927927,-22,4267,2795,45352609,3,2018-07-15
"8803","Ant-Man and the Wasp","Walt Disney",8910064,-24,4206,2118,133083084,10,2018-07-15
"8804","Skyscraper","Universal",6635850,-26,3782,1755,24905015,3,2018-07-15
"8805","Sorry to Bother You","Annapurna Pictures",1213928,-19,805,1508,5273833,10,2018-07-15
"8806","Whitney","Roadside Attractions",170618,-25,408,418,2369573,10,2018-07-15
"8807","Eighth Grade","A24",80248,-12,4,20062,263797,3,2018-07-15
"8808","Soorma","Sony Pictures",55964,-15,50,1119,168354,3,2018-07-15
"8809","Don’t Worry, He Won’t G…","Amazon Studios",24707,-19,4,6177,83339,3,2018-07-15
"8810","Hotel Transylvania 3: Summe…","Sony Pictures",5021214,-58,4267,1177,50373823,4,2018-07-16
"8811","Skyscraper","Universal",2565660,-61,3782,678,27470675,4,2018-07-16
"8812","Eighth Grade","A24",37114,-54,4,9279,300911,4,2018-07-16
"8813","Soorma","Sony Pictures",18662,-67,50,373,187016,4,2018-07-16
"8814","Don’t Worry, He Won’t G…","Amazon Studios",8058,-67,4,2015,91397,4,2018-07-16
"8815","Hotel Transylvania 3: Summe…","Sony Pictures",8505132,69,4267,1993,58878955,5,2018-07-17
"8816","Skyscraper","Universal",4092165,59,3782,1082,31562840,5,2018-07-17
"8817","Eighth Grade","A24",33784,-9,4,8446,334695,5,2018-07-17
"8818","Soorma","Sony Pictures",33527,80,50,671,220543,5,2018-07-17
"8819","Don’t Worry, He Won’t G…","Amazon Studios",8180,2,4,2045,99577,5,2018-07-17
"8820","Hotel Transylvania 3: Summe…","Sony Pictures",4726875,-44,4267,1108,63605830,6,2018-07-18
"8821","Skyscraper","Universal",2329420,-43,3782,616,33892260,6,2018-07-18
"8822","Eighth Grade","A24",39251,16,4,9813,373946,6,2018-07-18
"8823","Soorma","Sony Pictures",16713,-50,50,334,237256,6,2018-07-18
"8824","Don’t Worry, He Won’t G…","Amazon Studios",9590,17,4,2398,109167,6,2018-07-18
"8825","Hotel Transylvania 3: Summe…","Sony Pictures",4333438,-8,4267,1016,67939268,7,2018-07-19
"8826","Skyscraper","Universal",1896860,-19,3782,502,35789120,7,2018-07-19
"8827","Eighth Grade","A24",28855,-26,4,7214,402801,7,2018-07-19
"8828","Soorma","Sony Pictures",14191,-15,50,284,251447,7,2018-07-19
