"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"4712","Dear Life","Reliance Big Pictures",53754,-79,151,356,1450821,6,2016-11-28
"4713","Lion","Weinstein Co.",9245,-72,4,2311,132605,4,2016-11-28
"4714","Miss Sloane","EuropaCorp",5207,-57,3,1736,65004,4,2016-11-28
"4715","Moana","Walt Disney",3181287,36,3875,821,87593183,7,2016-11-29
"4716","Allied","Paramount Pictures",1422156,52,3160,450,20086868,7,2016-11-29
"4717","Bad Santa 2","Broad Green Pictures",617695,35,2920,212,10175746,7,2016-11-29
"4718","Rules Don’t Apply","20th Century Fox",200006,50,2382,84,2509679,7,2016-11-29
"4719","Dear Life","Reliance Big Pictures",109464,104,151,725,1560285,7,2016-11-29
"4720","Lion","Weinstein Co.",8405,-9,4,2101,141010,5,2016-11-29
"4721","Miss Sloane","EuropaCorp",4339,-17,3,1446,69343,5,2016-11-29
"4722","Moana","Walt Disney",1990227,-37,3875,514,89583410,8,2016-11-30
"4723","Allied","Paramount Pictures",930196,-35,3160,294,21017064,8,2016-11-30
"4724","Bad Santa 2","Broad Green Pictures",431944,-30,2920,148,10607690,8,2016-11-30
"4725","Rules Don’t Apply","20th Century Fox",138908,-31,2382,58,2648587,8,2016-11-30
"4726","Dear Life","Reliance Big Pictures",54656,-50,151,362,1614941,8,2016-11-30
"4727","Lion","Weinstein Co.",8272,-2,4,2068,149282,6,2016-11-30
"4728","Miss Sloane","EuropaCorp",5343,23,3,1781,74686,6,2016-11-30
"4729","Moana","Walt Disney",1931920,-3,3875,499,91515330,9,2016-12-01
"4730","Allied","Paramount Pictures",860368,-8,3160,272,21877432,9,2016-12-01
"4731","Bad Santa 2","Broad Green Pictures",393353,-9,2920,135,11001043,9,2016-12-01
"4732","Rules Don’t Apply","20th Century Fox",119068,-14,2382,50,2767655,9,2016-12-01
"4733","Dear Life","Reliance Big Pictures",46715,-15,151,309,1661656,9,2016-12-01
"4734","Lion","Weinstein Co.",9866,19,4,2467,159148,7,2016-12-01
"4735","Miss Sloane","EuropaCorp",4350,-19,3,1450,79036,7,2016-12-01
"4736","Moana","Walt Disney",6544643,239,3875,1689,98059973,10,2016-12-02
"4737","Allied","Paramount Pictures",2167707,152,3160,686,24045139,10,2016-12-02
"4738","Bad Santa 2","Broad Green Pictures",960988,144,2945,326,11962031,10,2016-12-02
"4739","Incarnate","High Top Releasing",915217,NA,1737,527,915217,1,2016-12-02
"4740","Rules Don’t Apply","20th Century Fox",170782,43,2386,72,2938437,10,2016-12-02
"4741","Believe","Smith Global Media",168900,NA,638,265,168900,1,2016-12-02
"4742","Dear Life","Reliance Big Pictures",127818,174,155,825,1789474,10,2016-12-02
"4743","Jackie","Fox Searchlight",90742,NA,5,18148,90742,1,2016-12-02
"4744","Lion","Weinstein Co.",28544,189,7,4078,187692,8,2016-12-02
"4745","Miss Sloane","EuropaCorp",11426,163,4,2857,90462,8,2016-12-02
"4746","Incarnate","High Top Releasing",1091690,19,1737,628,2006907,2,2016-12-03
"4747","Believe","Smith Global Media",183619,9,638,288,352519,2,2016-12-03
"4748","Jackie","Fox Searchlight",109002,20,5,21800,199744,2,2016-12-03
"4749","Lion","Weinstein Co.",52394,84,7,7485,240086,9,2016-12-03
"4750","Miss Sloane","EuropaCorp",21169,85,4,5292,111631,9,2016-12-03
"4751","Incarnate","High Top Releasing",527977,-52,1737,304,2534884,3,2016-12-04
"4752","Believe","Smith Global Media",124868,-32,638,196,477387,3,2016-12-04
"4753","Jackie","Fox Searchlight",78971,-28,5,15794,278715,3,2016-12-04
"4754","Lion","Weinstein Co.",35616,-32,7,5088,275702,10,2016-12-04
"4755","Miss Sloane","EuropaCorp",12258,-42,4,3065,123889,10,2016-12-04
"4756","Incarnate","High Top Releasing",155887,-70,1737,90,2690771,4,2016-12-05
"4757","Believe","Smith Global Media",38780,-69,638,61,516167,4,2016-12-05
"4758","Jackie","Fox Searchlight",23701,-70,5,4740,302416,4,2016-12-05
"4759","Incarnate","High Top Releasing",198073,27,1737,114,2888844,5,2016-12-06
"4760","Believe","Smith Global Media",71086,83,638,111,587253,5,2016-12-06
"4761","Jackie","Fox Searchlight",22169,-6,5,4434,324585,5,2016-12-06
"4762","Incarnate","High Top Releasing",138249,-30,1737,80,3027093,6,2016-12-07
"4763","Believe","Smith Global Media",43186,-39,638,68,630439,6,2016-12-07
"4764","Jackie","Fox Searchlight",21245,-4,5,4249,345830,6,2016-12-07
"4765","Incarnate","High Top Releasing",115045,-17,1737,66,3142138,7,2016-12-08
"4766","Believe","Smith Global Media",36943,-14,638,58,667382,7,2016-12-08
"4767","Jackie","Fox Searchlight",18995,-11,5,3799,364825,7,2016-12-08
"4768","Office Christmas Party","Paramount Pictures",6538673,NA,3210,2037,6538673,1,2016-12-09
"4769","Incarnate","High Top Releasing",330799,188,1737,190,3472937,8,2016-12-09
"4770","La La Land","Lionsgate",299307,NA,5,59861,299307,1,2016-12-09
"4771","Jackie","Fox Searchlight",146561,672,26,5637,511386,8,2016-12-09
"4773","Believe","Smith Global Media",35194,-5,387,91,702576,8,2016-12-09
"4774","Office Christmas Party","Paramount Pictures",6744721,3,3210,2101,13283394,2,2016-12-10
"4775","Incarnate","High Top Releasing",511489,55,1737,294,3984426,9,2016-12-10
"4776","La La Land","Lionsgate",298688,NA,5,59738,597995,2,2016-12-10
"4777","Jackie","Fox Searchlight",203601,39,26,7831,714987,9,2016-12-10
"4779","Believe","Smith Global Media",55064,56,387,142,757640,9,2016-12-10
"4780","Office Christmas Party","Paramount Pictures",3606810,-47,3210,1124,16890204,3,2016-12-11
"4781","La La Land","Lionsgate",283109,-5,5,56622,881104,3,2016-12-11
"4782","Incarnate","High Top Releasing",235885,-54,1737,136,4220311,10,2016-12-11
"4783","Jackie","Fox Searchlight",142093,-30,26,5465,857080,10,2016-12-11
"4785","Believe","Smith Global Media",33680,-39,387,87,791320,10,2016-12-11
"4786","Office Christmas Party","Paramount Pictures",1404127,-61,3210,437,18294331,4,2016-12-12
"4787","La La Land","Lionsgate",101935,-64,5,20387,983039,4,2016-12-12
"4788","Office Christmas Party","Paramount Pictures",2042642,45,3210,636,20336973,5,2016-12-13
"4789","La La Land","Lionsgate",103220,1,5,20644,1086259,5,2016-12-13
"4790","Office Christmas Party","Paramount Pictures",1438227,-30,3210,448,21775200,6,2016-12-14
"4791","La La Land","Lionsgate",95181,-8,5,19036,1181440,6,2016-12-14
"4792","Office Christmas Party","Paramount Pictures",1293067,-10,3210,403,23068267,7,2016-12-15
"4793","La La Land","Lionsgate",58726,-38,5,11745,1240166,7,2016-12-15
"4794","Rogue One: A Star Wars Story","Walt Disney",71094394,NA,4157,17102,71094394,1,2016-12-16
"4795","Office Christmas Party","Paramount Pictures",2621741,103,3210,817,25690008,8,2016-12-16
"4796","Collateral Beauty","Warner Bros.",2394692,NA,3528,679,2394692,1,2016-12-16
"4797","La La Land","Lionsgate",1370578,2234,200,6853,2610744,8,2016-12-16
"4798","Fences","Paramount Pictures",41254,NA,4,10314,41254,1,2016-12-16
"4799","Neruda","The Orchard",8070,NA,3,2690,8070,1,2016-12-16
"4802","Rogue One: A Star Wars Story","Walt Disney",46308115,-35,4157,11140,117402509,2,2016-12-17
"4803","Office Christmas Party","Paramount Pictures",3438169,31,3210,1071,29128177,9,2016-12-17
"4804","Collateral Beauty","Warner Bros.",2703178,13,3528,766,5097870,2,2016-12-17
"4805","La La Land","Lionsgate",1508915,10,200,7545,4119659,9,2016-12-17
"4806","Fences","Paramount Pictures",49404,20,4,12351,90658,2,2016-12-17
"4807","Neruda","The Orchard",11540,43,3,3847,19610,2,2016-12-17
"4810","Rogue One: A Star Wars Story","Walt Disney",37679172,-19,4157,9064,155081681,3,2016-12-18
"4811","Office Christmas Party","Paramount Pictures",2527618,-26,3210,787,31655795,10,2016-12-18
"4812","Collateral Beauty","Warner Bros.",2004215,-26,3528,568,7102085,3,2016-12-18
"4813","La La Land","Lionsgate",1222598,-19,200,6113,5342257,10,2016-12-18
"4814","Fences","Paramount Pictures",38804,-21,4,9701,129462,3,2016-12-18
"4815","Neruda","The Orchard",9792,-15,3,3264,29402,3,2016-12-18
"4818","Rogue One: A Star Wars Story","Walt Disney",17596150,-53,4157,4233,172677831,4,2016-12-19
"4819","Collateral Beauty","Warner Bros.",921107,-54,3528,261,8023192,4,2016-12-19
"4820","Fences","Paramount Pictures",15141,-61,4,3785,144603,4,2016-12-19
"4821","Neruda","The Orchard",6383,-35,3,2128,35785,4,2016-12-19
"4823","Rogue One: A Star Wars Story","Walt Disney",17582978,NA,4157,4230,190260809,5,2016-12-20
"4824","Collateral Beauty","Warner Bros.",1218478,32,3528,345,9241670,5,2016-12-20
"4825","Fences","Paramount Pictures",15371,2,4,3843,159974,5,2016-12-20
"4826","Neruda","The Orchard",7719,21,3,2573,43504,5,2016-12-20
"4828","Rogue One: A Star Wars Story","Walt Disney",14965790,-15,4157,3600,205226599,6,2016-12-21
"4829","Sing","Universal",11010175,NA,4022,2737,11010175,1,2016-12-21
"4830","Assassin’s Creed","20th Century Fox",4623401,NA,2902,1593,4623401,1,2016-12-21
"4831","Passengers","Sony Pictures",4106572,NA,3478,1181,4106572,1,2016-12-21
"4832","Collateral Beauty","Warner Bros.",854192,-30,3028,282,10095862,6,2016-12-21
"4833","Dangal","UTV Communications",328227,NA,331,992,328227,1,2016-12-21
"4834","Patriots Day","Lionsgate",64644,NA,7,9235,64644,1,2016-12-21
"4835","Fences","Paramount Pictures",15208,-1,4,3802,175182,6,2016-12-21
"4836","Neruda","The Orchard",7584,-2,3,2528,51088,6,2016-12-21
"4838","Rogue One: A Star Wars Story","Walt Disney",16773075,12,4157,4035,221999674,7,2016-12-22
"4839","Sing","Universal",9602465,-13,4022,2387,20612640,2,2016-12-22
"4840","Passengers","Sony Pictures",3218629,-22,3478,925,7325201,2,2016-12-22
"4841","Assassin’s Creed","20th Century Fox",2868997,-38,2902,989,7492398,2,2016-12-22
"4842","Collateral Beauty","Warner Bros.",905638,6,3028,299,11001500,7,2016-12-22
"4843","Dangal","UTV Communications",504445,54,331,1524,832672,2,2016-12-22
"4844","Patriots Day","Lionsgate",30768,-52,7,4395,95412,2,2016-12-22
"4845","Fences","Paramount Pictures",16333,7,4,4083,191515,7,2016-12-22
"4846","Neruda","The Orchard",7510,-1,3,2503,58598,7,2016-12-22
"4848","Rogue One: A Star Wars Story","Walt Disney",22860256,36,4157,5499,244859930,8,2016-12-23
"4849","Sing","Universal",12966810,35,4022,3224,33579450,3,2016-12-23
"4850","Passengers","Sony Pictures",4459060,39,3478,1282,11784261,3,2016-12-23
"4851","Why Him?","20th Century Fox",3900804,NA,2970,1313,3900804,1,2016-12-23
"4852","Assassin’s Creed","20th Century Fox",3707867,29,2970,1248,11200265,3,2016-12-23
"4853","Collateral Beauty","Warner Bros.",1248483,38,3028,412,12249983,8,2016-12-23
"4854","Dangal","UTV Communications",888657,76,331,2685,1721329,3,2016-12-23
"4855","Silence","Paramount Pictures",63750,NA,4,15938,63750,1,2016-12-23
"4856","Patriots Day","Lionsgate",52577,71,7,7511,147989,3,2016-12-23
"4857","Fences","Paramount Pictures",25850,58,4,6463,217365,8,2016-12-23
"4858","A Monster Calls","Focus Features",14974,NA,4,3744,14974,1,2016-12-23
"4859","Neruda","The Orchard",5619,-25,4,1405,64217,8,2016-12-23
"4860","Rogue One: A Star Wars Story","Walt Disney",15308508,-33,4157,3683,260168438,9,2016-12-24
"4861","Sing","Universal",7915035,-39,4022,1968,41494485,4,2016-12-24
"4862","Passengers","Sony Pictures",2868902,-36,3478,825,14653163,4,2016-12-24
"4863","Assassin’s Creed","20th Century Fox",2203545,-41,2970,742,13403810,4,2016-12-24
"4864","Why Him?","20th Century Fox",1745392,-55,2970,588,5646196,2,2016-12-24
"4865","Dangal","UTV Communications",1013550,14,331,3062,2734879,4,2016-12-24
"4866","Collateral Beauty","Warner Bros.",815011,-35,3028,269,13064994,9,2016-12-24
"4867","Patriots Day","Lionsgate",34336,-35,7,4905,182325,4,2016-12-24
"4868","Silence","Paramount Pictures",22643,-64,4,5661,86393,2,2016-12-24
"4869","Fences","Paramount Pictures",21700,-16,4,5425,239065,9,2016-12-24
"4870","Neruda","The Orchard",6116,9,4,1529,70333,9,2016-12-24
"4871","A Monster Calls","Focus Features",5204,-65,4,1301,20178,2,2016-12-24
"4872","Rogue One: A Star Wars Story","Walt Disney",25865004,69,4157,6222,286033442,10,2016-12-25
"4873","Sing","Universal",14376300,82,4022,3574,55870785,5,2016-12-25
"4874","Passengers","Sony Pictures",7541774,163,3478,2168,22194937,5,2016-12-25
"4875","Fences","Paramount Pictures",6640555,30502,2233,2974,6879620,10,2016-12-25
"4876","Why Him?","20th Century Fox",5356790,207,2970,1804,11002986,3,2016-12-25
"4877","Assassin’s Creed","20th Century Fox",4366813,98,2970,1470,17770623,5,2016-12-25
"4878","Collateral Beauty","Warner Bros.",2222693,173,3028,734,15287687,10,2016-12-25
"4879","Dangal","UTV Communications",1346274,33,331,4067,4081153,5,2016-12-25
"4880","Hidden Figures","20th Century Fox",515499,NA,25,20620,515499,1,2016-12-25
"4881","Patriots Day","Lionsgate",74393,117,7,10628,256718,5,2016-12-25
"4882","Silence","Paramount Pictures",44487,96,4,11122,130880,3,2016-12-25
"4883","Live by Night","Warner Bros.",33336,NA,4,8334,33336,1,2016-12-25
"4884","A Monster Calls","Focus Features",10731,106,4,2683,30909,3,2016-12-25
"4885","Neruda","The Orchard",8910,46,4,2228,79243,10,2016-12-25
"4886","Sing","Universal",19673485,37,4022,4891,75544270,6,2016-12-26
"4887","Passengers","Sony Pictures",7521170,NA,3478,2162,29716107,6,2016-12-26
"4888","Why Him?","20th Century Fox",4533434,-15,2970,1526,15536420,4,2016-12-26
"4889","Assassin’s Creed","20th Century Fox",4522721,4,2970,1523,22293344,6,2016-12-26
"4890","Dangal","UTV Communications",996028,-26,331,3009,5077181,6,2016-12-26
"4891","Hidden Figures","20th Century Fox",323072,-37,25,12923,838571,2,2016-12-26
"4892","Patriots Day","Lionsgate",75753,2,7,10822,332471,6,2016-12-26
"4893","Silence","Paramount Pictures",32738,-26,4,8185,163618,4,2016-12-26
"4894","Live by Night","Warner Bros.",15508,-53,4,3877,48844,2,2016-12-26
"4895","A Monster Calls","Focus Features",7358,-31,4,1840,38267,4,2016-12-26
"4896","Sing","Universal",17515525,-11,4022,4355,93059795,7,2016-12-27
"4897","Passengers","Sony Pictures",5917768,-21,3478,1701,35633875,7,2016-12-27
"4898","Assassin’s Creed","20th Century Fox",3545423,-22,2970,1194,25838767,7,2016-12-27
"4899","Why Him?","20th Century Fox",3433572,-24,2970,1156,18969992,5,2016-12-27
"4900","Dangal","UTV Communications",838898,-16,331,2534,5916079,7,2016-12-27
"4901","Hidden Figures","20th Century Fox",212319,-34,25,8493,1050890,3,2016-12-27
"4902","Patriots Day","Lionsgate",49946,-34,7,7135,382417,7,2016-12-27
"4903","Silence","Paramount Pictures",22306,-32,4,5577,185924,5,2016-12-27
"4904","Live by Night","Warner Bros.",8361,-46,4,2090,57205,3,2016-12-27
"4905","A Monster Calls","Focus Features",4859,-34,4,1215,43126,5,2016-12-27
"4906","Sing","Universal",15501840,-11,4022,3854,108561635,8,2016-12-28
"4907","Passengers","Sony Pictures",4780147,-19,3478,1374,40414022,8,2016-12-28
"4908","Why Him?","20th Century Fox",2846611,-17,2970,958,21816603,6,2016-12-28
"4909","Assassin’s Creed","20th Century Fox",2655914,-25,2970,894,28494681,8,2016-12-28
"4910","Dangal","UTV Communications",629586,-25,331,1902,6545665,8,2016-12-28
"4911","Hidden Figures","20th Century Fox",199697,-6,25,7988,1250587,4,2016-12-28
